Date,402203_flow,402222_flow,402205_flow,402206_flow,402204_flow,403220_flow,403227_flow,403223_flow,403230_flow,403241_flow,409017_flow
2016-08-07,2937.02,4679.7,6039.73,366.97,381.32,4648.89,1589.81,3493.38,11630.4,26861.44,7857.234
2016-08-08,2483.69,4238.84,5822.67,336.8,350.61,3894.22,1360.58,2899.93,9996.02,23284.39,6750.794
2016-08-09,2508.66,3617.9,5416.39,311.89,331.15,3368.88,1214.66,2504.79,8753.26,19793.97,6295.808
2016-08-10,2889.86,3471.41,4955.15,303.26,371.12,3236.32,1344.06,2395.77,8554.08,17219.37,5685.673
2016-08-11,2064.19,3602.71,4898.31,283.41,341.03,3073.51,1310.4,2572.64,7977.69,15072.71,5007.772
2016-08-12,2989.27,3178.14,4711.13,261.29,297.63,2724.27,1230.82,2294.23,7093.49,13650.18,4823.112
2016-08-13,2258.52,3515.69,4289.09,252.7,294.06,2502.21,1239.68,2159.5,6582.99,12755.67,4729.879
2016-08-14,2983.89,3139.27,4334.87,234.42,271.32,2334.69,1195.76,2101.9,6134.69,11712.15,4415.525
2016-08-15,2101.57,3443.43,4089.69,220.43,253.91,2140.62,1141.16,1953.79,5685.46,10773.75,4526.543
2016-08-16,2074.04,2760.26,3970.18,205.13,242.01,1983.03,1090.55,1825.94,5330.56,10007.13,4291.361
2016-08-17,1964.1,2685.7,3093.74,195.22,236.33,1858.08,1021.03,1702.32,5066.41,9279.89,4347.229
2016-08-18,2141.78,2609.9,2975.18,186.08,234.12,1770.31,999.16,1632.91,4848.03,8673.51,4750.282
2016-08-19,2365.1,2579.18,3037.13,219.49,318.75,1770.51,1021.46,1549.39,4909.71,8078.96,5020.233
2016-08-20,3020.91,3378.8,3731.24,230.81,479.05,2474.3,1293.26,2469.26,6924.24,7878.45,4939.259
2016-08-21,2878.23,3762.16,4879.87,243.89,392.53,2635.49,1418.78,2277.12,6928.9,8800.23,4700.018
2016-08-22,3457.31,3663.78,4968.08,259.43,380.99,3412.46,1886.17,2700.89,8639.03,10322.54,5919.741
2016-08-23,4426.32,3911.67,4924.12,248.92,349.8,3785.6,1990.85,3110.85,9353.69,11382.42,7619.763
2016-08-24,4571.02,4380.04,5002.17,249.13,323.56,3625.12,1823.72,2921.84,9052.08,12385.32,6666.513
2016-08-25,5068.14,4582.98,5134.86,244.11,285.38,3374.5,1604.69,2591.75,8476.96,13252.38,6082.983
2016-08-26,4002.64,4777.91,5219.38,234.24,266.66,3063.4,1416.74,2271.59,7806.9,13371.68,5644.926
2016-08-27,2006.89,4591.92,5307.53,226.92,243.2,2754.05,1270.55,2023.75,7027.7,12751.48,5569.023
2016-08-28,1895.16,3043.01,4995,216.25,232.05,2482.89,1156.4,1829.09,6432.63,11715.03,5886.62
2016-08-29,1925.45,2588.91,3312.25,206.45,222.56,2246.84,1056.64,1655.91,5907.98,10605.01,5571.744
2016-08-30,2048.41,2480.21,2912.97,203.33,218.7,2066.04,986.02,1514.85,5510.2,9639.41,4326.661
2016-08-31,5567.7,3677.93,5171.41,390.07,1773.6,4847.62,1789.4,4351.19,13299.48,9800.36,8220.37
2016-09-01,4736.05,5016.79,6770.17,269.47,544.26,6270.18,1745.09,5321.5,14491.96,11195.92,10256.62
2016-09-02,3677.1,4987.65,6262.17,261.7,409.15,5503.06,1572.99,4035.29,12829.81,15212.68,17134.168
2016-09-03,4340.05,5032.04,10479.88,382.73,1809.74,5549.19,1601.9,3887.07,14908.11,23979.78,17166.423
2016-09-04,3691.16,5024.86,7504.64,307.06,555.91,4987.66,1443.26,4057.29,12904.64,24347.11,25038.785
2016-09-05,3701.67,4752.61,6382.05,293.93,423.56,4368.56,1321.34,2983.01,11472.86,24639.17,28011.263
2016-09-06,3662.36,4523.14,5859.82,292.06,373.42,3896.49,1223.87,2551.9,10318.19,23167.31,35234.879
2016-09-07,3007.57,4353.69,5644.79,287.32,341.84,3515.59,1128.67,2289.85,9305.29,20052.93,40450.907
2016-09-08,2712.64,3991.07,5540.6,279.4,321.6,3182.33,1052.26,2074.88,8415.2,17202.32,46597.512
2016-09-09,4189.02,3664.42,5623.77,450.83,1263.11,3396.74,1933.3,2171.38,9415.18,15255.79,47938.633
2016-09-10,5104.74,4631.92,7375.08,350.47,1076.65,5238.38,3011.72,5560.3,13689.96,14272.21,47915.259
2016-09-11,4440.84,5063.05,6670.91,317.05,480.83,4704.71,2312.56,5106.24,11827.16,14907.99,49190.037
2016-09-12,4305.39,4904.31,6288.17,305.56,409.03,4191.75,1943.53,4163.33,10714.57,19068.63,49790.999
2016-09-13,4127.94,4761.85,5940.28,297.51,370.73,3800.34,1692.52,3446.74,9774.22,21748.15,46772.856
2016-09-14,4928.07,4764.69,6489.19,393.43,1144.02,4032.78,2331.81,3308.23,10898.06,20298.66,45147.947
2016-09-15,5009.77,5067.53,7780.28,423.15,1207.02,6455.03,4079.16,6836.19,15353.32,18727.15,44805.225
2016-09-16,5019.26,5100.34,7747.17,398.38,784.1,8411.41,4179.7,7549.47,18316.18,19157.93,47075.113
2016-09-17,4873.91,5035.15,6918.87,398.59,538.95,7676.05,3342.02,6187.94,17117.59,27602.7,57506.852
2016-09-18,4707.62,4987.87,6841.43,426.12,748.76,6972.44,2873.66,5435.88,16204.99,34393.83,58788.135
2016-09-19,4381.99,4988.67,7061.21,398.98,609.13,6372.98,2470.26,5622.13,15138.89,31490.51,59624.496
2016-09-20,4022.98,4885.07,6508.16,368.97,448.79,5416.98,2057.97,4668.86,13039.49,29264.06,58131.243
2016-09-21,3694.35,4833.24,6732.68,392.8,796.69,4880.29,1906.96,3971.33,12411.42,27715.19,50469.348
2016-09-22,3402.61,4739.75,6687.99,355.81,542.47,4596.76,1773.69,3956.31,11712.51,25104.44,45929.919
2016-09-23,2827.71,4506.97,6016,329.42,416.74,4047.71,1564.38,3380.82,10260.43,23213.04,44851.218
2016-09-24,3024.26,3954.16,5600.58,317.04,383,3637.83,1422.27,2877.57,9321.72,21562.54,40608.79
2016-09-25,3083.01,3687.45,5192.06,305.88,381.01,3354.47,1320.96,2590.51,8643.31,19089.83,36012.572
2016-09-26,3169.6,3642.74,4991.14,290.29,348.58,3050.67,1222.27,2338.4,7900.26,16635.7,31791.316
2016-09-27,3189.23,3692.72,4998.13,287.4,363.89,3050.2,1237.33,2387.45,7907.6,14824.89,31756.14
2016-09-28,2663.08,3819.87,4989.46,268.92,328.58,2774.72,1123.5,2259.61,7185.96,13432.15,34353.404
2016-09-29,3429.5,3827.31,7077.62,0,1959.38,4049.53,2364.02,3071.12,11055.61,13055.85,37256.467
2016-09-30,5022.34,5024.63,11950.29,0,3194.39,8589.43,6788,9484.9,19651.32,13718.06,41930.001
2016-10-01,5041.39,5092.19,15333.34,0,2003.8,11442.42,5880.8,12373.44,26664.7,18039.73,42295.546
2016-10-02,5169.21,5055.61,10231.21,0,1143.22,11215.26,4845.55,9066.83,26579.52,46791.03,56367.352
2016-10-03,8135.16,5101.63,10698.96,0,3703.04,11687.99,5942.18,8350.09,29133.33,54166.87,72760.775
2016-10-04,10640.83,5301.83,16437.24,0,4602.33,15721.91,7123.62,12191.62,38753.87,49862.02,84977.153
2016-10-05,9759.62,5751.39,27401.81,0,2444.16,20037.24,7590.94,16073.95,57653.9,57656.84,87489.834
2016-10-06,8041.22,5196.9,18203.36,0,1331.5,15810.94,5126.13,10663.42,46051.28,86785.28,96918.287
2016-10-07,7010.62,5121.54,12016.02,0,1015.01,12133.73,3782.31,7658.37,32575.85,78176.1,91504.224
2016-10-08,7039.02,5072.94,8534.68,1014.74,842.08,9515.93,2932.75,6087.69,24844.03,59857.34,86524.729
2016-10-09,6039.16,5062.02,7337.07,847.14,715.19,7610.03,2365.63,5203.16,19721.69,46566.07,82023.186
2016-10-10,6912.95,5062.76,7640.96,750.21,1173.47,6888.26,2282.14,4857.44,18745.53,36766.52,78644.789
2016-10-11,6438.79,5061.23,7643.66,563.25,698.32,5963.43,2007.75,4726.35,15884.18,30945.02,69335.431
2016-10-12,5196.21,5029.86,6983.42,480.43,575.84,5100.48,1806.88,3999.46,13677.91,28552.98,57347.587
2016-10-13,4818.12,4968.07,6387.82,434.43,519.7,4503.31,1669.66,3528.56,12206.51,25534.89,46229.114
2016-10-14,4635.06,4880,5893.52,401.91,453.9,3975.01,1513.49,3113.32,10858.52,22540.21,42354.531
2016-10-15,4453.63,4813.43,5604.96,374.58,419.81,3569.52,1384.26,2774.56,9787.05,19952.05,38929.848
2016-10-16,4405.16,4761.64,5514.28,356.98,404.28,3287.91,1311.79,2541.2,8994.38,17796.37,35218.137
2016-10-17,4778.62,4807.42,6043.38,364.12,623.78,3766.72,1421.79,2923,9723.94,15982.08,34046.643
2016-10-18,4803.56,4874.87,5941.11,370.46,557.08,3739.76,1410.02,2762.32,9843.67,14778.1,34080.545
2016-10-19,4661.53,4824.68,6041.53,339.67,547.33,4197.15,1505.09,2981.02,10892.99,14360.19,34612.822
2016-10-20,4654.56,4843.29,5642.08,316.3,385.91,3908.62,1408.81,2661.64,9801.73,14558.2,37912.903
2016-10-21,3636.94,4726.51,5428.55,305.17,354.24,3676.15,1318.74,2416.13,9198.02,14961.42,38247.271
2016-10-22,4331.83,4481.48,5273.63,297.17,341.74,3524.53,1250.68,2252.69,8868.69,14632.53,38184.478
2016-10-23,3534.49,4500.2,5032.93,279.97,316.34,3212.78,1172.48,2081.47,8104.26,13789.71,36280.465
2016-10-24,3554.01,4311.71,4949.89,267.11,300.35,2934.54,1084.26,1907.47,7435.44,13000.29,31998.752
2016-10-25,3074.59,4111.73,4777.92,255.84,290.22,2690.17,1010.18,1754.51,6871.1,12127.91,28398.751
2016-10-26,3025.66,3789.91,4724.86,245.14,280.08,2477.33,945.32,1626.97,6394.58,11197.72,26559.046
2016-10-27,2250.74,3560.16,4539.03,234.19,271.64,2285.88,883.55,1516.41,5973.14,10326.56,27721.697
2016-10-28,3288.72,3103.47,4132.97,222.24,260.52,2073.74,820.68,1390.8,5538.98,9563.13,27261.524
2016-10-29,2310.68,3510.97,3748.09,211.61,251.37,1925.12,774.21,1297.65,5183.24,8864.71,26760.015
2016-10-30,2138.04,2963.33,3944.92,208.58,257.39,1813.67,742.4,1223.75,4995.91,8238.76,27249.245
2016-10-31,2247.64,2862.77,3382.29,194.6,252.61,1720.29,710.43,1187.58,4833.58,7685.18,26179.017
2016-11-01,1649.23,2648.9,3269.12,186.9,240.07,1597.99,674.44,1114.17,4507.18,7343.71,25742.812
2016-11-02,2284.44,2254.49,2774.81,179.06,233.46,1506.74,650.68,1055.39,4269.75,7028.13,24871.725
2016-11-03,2749.06,2836.79,2805.75,172.19,226.26,1417.66,613.72,1004.11,4030.76,6639.74,22689.4
2016-11-04,2377.75,3089.87,3219.53,166.19,219.59,1115.2,588.21,950.34,3710.6,6288.55,20751.707
2016-11-05,1194.12,2549.91,3264.01,157.15,212.83,861.16,578.24,898.66,3199.57,5937.26,19383.355
2016-11-06,1687.94,1706.2,2334.88,153.34,208.64,791.2,555.24,869.05,3040.97,5476.22,18677.734
2016-11-07,2120.02,2185.98,2193.36,149.75,204.98,777.72,551.74,843.65,2903.44,5022.57,17324.785
2016-11-08,1680.54,2456.65,2621.46,144.98,200.11,824.16,430.15,759.47,2842.01,4721.18,16185.2
2016-11-09,2567.88,2110.99,2537.47,140.99,191.89,841.18,458.34,721.95,2784.37,4520.41,16666.428
2016-11-10,2424.01,2740.89,2725.45,134.92,186.93,808.86,371.12,697.43,2696.89,4327.42,15002.005
2016-11-11,1367.04,2573.35,2868.48,129.69,181.78,792.49,527.63,683.73,2576.95,4170.04,16747.031
2016-11-12,1134.44,1758.67,2383.84,138.94,206.71,810.95,339.66,692.88,2661.17,4043.15,19131.211
2016-11-13,1465.87,1628.26,2038.18,163.71,309.56,831.39,484.91,644.94,2927.28,3994.35,19308.194
2016-11-14,1662.18,2204.13,2463.81,155.21,320.25,954.06,575.54,1042.03,3660.74,4124.26,17658.152
2016-11-15,1470.64,2099.31,2652.1,133.08,215.65,882.11,546.41,857.47,2971.55,4670.52,17766.314
2016-11-16,1086.55,1793.41,2262.59,125.03,190.38,599.77,419.19,710.05,2511.99,5047.62,17071.812
2016-11-17,953.39,1447.94,1836.31,119.36,177.75,503.65,288.46,639.02,2166.56,4553.28,16412.734
2016-11-18,1086.71,1304.5,1616.59,116.28,171.86,506.76,490.18,556.41,2070.1,3937.49,14852.631
2016-11-19,942.95,1387.8,1564.76,111.51,165.84,512.49,263.82,610.87,1996.81,3512.27,14933.844
2016-11-20,1050.52,1229.86,1553.88,106.85,156.85,514.95,312.89,443.64,1917.91,3287.67,18544.775
2016-11-21,1775.06,1391.64,1430,102.69,154.26,615.38,442.25,492.19,1908.45,3172.43,19841.643
2016-11-22,1198.03,1931.37,1924.38,101.47,150.76,663.8,405.92,584.55,1988.79,2972.57,19082.656
2016-11-23,1318.71,1427.37,1939.19,132.21,215.01,995.82,445.21,694.28,2634.87,2993.45,18551.906
2016-11-24,2228.58,1956.95,1814.36,108.01,200.7,784.05,421.48,718.41,2669.45,3229.58,18223.86
2016-11-25,1127.99,2223.46,2596.73,98.61,166.33,545.15,419.38,611.61,2174.7,3835.7,15660.254
2016-11-26,932.75,1442.87,1861.7,93.54,153.7,422.88,332.39,581.94,1808.21,3781,14337.771
2016-11-27,921.91,1223.44,1503.01,90.07,147.49,411.38,355.59,496.11,1703.12,3317,14239.448
2016-11-28,1090.77,1185.38,1371.02,86.18,139.8,214.21,389.19,488.44,1572.16,2968.86,15685.066
2016-11-29,1436.94,1435.04,1399.03,83.84,130.26,103.79,390.1,520.12,1282.62,2746.77,17928.04
2016-11-30,739.67,1464.74,1769.79,80.71,124.54,100.05,308.56,500.83,1204.1,2542.76,19934.213
2016-12-01,707.35,1019.18,1242.39,80.04,118.76,101.56,281.33,402.14,1164.55,2331.84,21297.794
2016-12-02,670.89,954.73,1116.29,76.98,113.52,101.9,268.58,378.14,1121.62,2194.44,22064.652
2016-12-03,660.6,910.69,1055.27,73.26,107.95,103.09,156.37,361.22,1063.6,2050.21,23196.831
2016-12-04,698.92,873.7,1019.29,70.7,105.36,102.79,192.92,247.99,1028.4,1919.65,21033.683
2016-12-05,911.06,928.43,998.87,73.16,112.36,184.2,389.21,307.63,1085.05,1830.21,18966.023
2016-12-06,817.61,1115.7,1147.45,71.02,123.77,258.91,311.96,458.99,1167.85,1715.87,17699.934
2016-12-07,692.51,1008.21,1207.31,66.89,106.98,259,233.21,380.44,1116.66,1711.56,16128.349
2016-12-08,905.48,910.77,1056.75,78.81,116.03,552.65,265.21,318,1208.77,1862.8,15469.979
2016-12-09,683.86,1160.52,1169.98,72.35,144.66,695.22,335.76,439.6,1884.34,1868.15,15394.034
2016-12-10,649.98,936.01,1175.49,65.25,110.29,484.73,160.75,449.48,1464.9,1951.46,15446.555
2016-12-11,570.31,872.53,988.06,62.41,100.97,427.75,153.4,268.7,1294.05,2367.21,15532.032
2016-12-12,776.48,803.57,914.1,59.63,95.09,401.41,355.88,236.29,1190.97,2250.14,15564.97
2016-12-13,1066.56,972.2,909.82,58.11,90.55,392.08,252.96,415.28,1143.65,1972.79,16072.882
2016-12-14,728.8,1187.69,1200.18,58.04,92.8,386.96,151.68,302.23,1120.03,1776.48,16180.578
2016-12-15,748.49,922.22,1140.18,55.82,93.47,401.91,148.74,236.19,1132.09,1763.65,17287.971
2016-12-16,870.11,919.62,1000.26,55.87,91.41,365.88,144,195.38,1089.08,1758.1,18196.369
2016-12-17,791.58,1054.9,1000.49,54.02,94.82,312.98,142.65,199.08,1041.68,1674.7,17741.057
2016-12-18,524.2,896.47,1166.88,50.39,80.85,291.19,141.22,187.1,942.43,1564.29,15985.379
2016-12-19,518.77,676.01,837.74,50.21,76.38,306.6,182.52,175.65,902.72,1486.78,14940.527
2016-12-20,525.84,674.37,762.74,55.55,82.04,366.24,151.95,217.25,960.67,1407.53,15236.751
2016-12-21,420.3,668.78,765.57,51.69,83.16,333.85,166.81,211.41,1019.67,1346.32,16582.848
2016-12-22,483.27,575.08,682.49,49.21,73.7,307.7,144.84,208.71,921.32,1369.47,17321.239
2016-12-23,435.96,584.61,606.92,47.96,70.23,294.05,139.1,188.52,856.14,1418.29,17993.751
2016-12-24,356.76,570.88,646.29,46.19,66.77,286.29,148.09,153.48,813.36,1356.86,16514.099
2016-12-25,301.29,504.39,585.54,46.33,65,278.65,156.87,153.71,809.92,1272.89,14879.528
2016-12-26,274.5,447.96,524.95,44.93,60.65,237.55,147.97,168.49,748.13,1181.19,13473.974
2016-12-27,433.87,420.03,484.17,49.67,66.4,317.06,146.49,180.58,791.79,1132.44,12475.513
2016-12-28,705.59,553.55,530.52,47.4,70.41,650.24,156.79,192.68,1070.46,1107.07,11897.85
2016-12-29,1386.06,833.61,635.93,60.6,78.33,808.17,275.1,211.18,1484.38,1121.64,10405.549
2016-12-30,2427.17,1491.01,1337.18,185.79,105.36,2438.26,681.94,1555.45,4469.78,1338.37,9227.576
2016-12-31,1743.84,2538.79,2044.16,79.79,116.72,1078.18,273.31,1092.05,3466.12,2172.88,8805.605
2017-01-01,1008.6,1735,2293.99,58.4,74.8,856.05,215.67,518.62,2421.71,4750.62,9118.491
2017-01-02,942.54,1175.19,1388.27,52.62,65.07,554.74,213.94,396.38,1765.44,4424.31,10823.757
2017-01-03,736.3,1052.55,1193.08,48.77,58.88,417.49,172.74,343.53,1464.31,3292.62,11878.644
2017-01-04,726.1,873.99,1027.44,46.83,55.47,405.24,153.01,281.27,1242.76,2560.29,11909.968
2017-01-05,1039.44,851.8,906.64,45.37,54.46,420.97,149.14,241.32,1223.91,2145.85,10825.195
2017-01-06,1482.13,1083.77,1015.63,44.17,54.78,414.3,145.65,217.05,1152.51,1845.23,10852.459
2017-01-07,1538.22,1410.11,1237.06,42.2,49.84,363.84,143.42,199.81,1075.7,1683.4,11986.542
2017-01-08,799.81,1545.31,1466.43,41.6,49.07,300.71,141.86,184.8,984.81,1555.92,13735.952
2017-01-09,679.24,919.09,1369.22,51.47,55.83,552.29,158.28,190.32,998.56,1445.83,16503.914
2017-01-10,1420.53,937,894.14,51.23,72.89,914.61,384.61,340.07,2259.04,1346.21,17670.194
2017-01-11,1174.17,1440.78,1365.7,43.93,61.44,513.88,207.4,478.61,1672.57,1436.69,15142.844
2017-01-12,621.04,1230.4,1410.52,40.76,50.07,446.05,170.96,287.09,1264.02,2189.69,13827.821
2017-01-13,1934.49,864.02,1017.65,50.74,51.93,517.92,189.62,244.27,1241.78,2207.52,13928.257
2017-01-14,1454.49,1987.46,1431.88,53.81,95.7,445.22,235.93,285.79,1568.48,1903.66,13591.872
2017-01-15,1367.56,1484,1954.81,43.65,62.65,448.54,159.8,315.82,1372.82,1802.42,13484.014
2017-01-16,1719.38,1534.07,1335.42,42.01,51.85,336.53,161.97,228.75,1105.65,1902.84,13338.907
2017-01-17,1981.65,1796.43,1774.17,41.45,46.97,318.01,150.54,213.48,988.58,1835.3,12367.748
2017-01-18,1440.65,1953.39,1952.36,40.06,44.07,315.07,139.22,193.35,932.61,1589.26,12239.259
2017-01-19,685.47,1487.54,1694.79,40,44.97,315.51,137.03,176.51,886.68,1395.32,12231.723
2017-01-20,1228.67,928.99,1257.29,61.34,72.86,571.2,221.24,199.65,1335.36,1303.89,11711.296
2017-01-21,926.17,1401.91,1223.09,0,79.07,518.82,230.86,369.39,1544.88,1245.98,10800.74
2017-01-22,588.97,1040.49,1398.1,0,54.35,394.21,167.38,300.9,1277.92,1498.61,10940.635
2017-01-23,731.74,761.12,956.31,0,48.79,351.66,139.36,226.68,1023.03,1856.6,12048.086
2017-01-24,1111.35,852.99,853.82,0,44.86,329.34,139.31,185.55,963.46,1756.82,12611.911
2017-01-25,940.51,1109.76,1083.89,0,42.19,287.98,135.66,163.85,867.46,1490.71,13956.266
2017-01-26,437.42,952.37,1101.1,0,39.17,221.46,133.44,155.37,768.22,1311.33,15465.113
2017-01-27,489.44,593.94,795.78,36.58,37.42,213.33,130.73,151.78,677.98,1175.45,15785.679
2017-01-28,488.38,546.59,663.02,35.61,36.43,228.47,129.9,137.5,678.83,1058.66,15388.843
2017-01-29,706.98,542.03,598.38,34.45,34,234.19,128.94,136.43,663.47,955.67,13976.493
2017-01-30,709.76,705.41,646.55,33.64,32.52,229.17,129.68,123.54,636.36,887.38,13193.32
2017-01-31,492.97,732.94,814.59,33.55,32.14,214.06,130.2,131.72,618.89,837.77,13465.3
2017-02-01,479.07,566.05,669.29,32.92,31.82,175.28,130.43,139.57,581.11,823.56,14262.455
2017-02-02,1142.68,534.34,620.49,33.45,34.36,211.22,129.56,139.23,546.12,812.23,14146.199
2017-02-03,861.32,1049.88,659.41,32.22,0,370.29,128.88,131.21,632.15,806.82,13978.263
2017-02-04,380.02,883.29,1157.43,31.14,0,438.78,127.89,124.29,796.24,785.22,13066.521
2017-02-05,615.41,530.66,707.7,32.08,0,434.73,132.97,131.15,807.24,789.47,11817.413
2017-02-06,1242.46,699.54,603.01,44.2,0,505.21,140.01,172.13,1004.38,887.06,10364.295
2017-02-07,1252.07,1244.77,1069.62,38.71,0,575.91,133.38,223.4,1296.85,986.15,9657.74
2017-02-08,1515.03,1322.8,1270.39,33.37,39.21,577.57,129.95,188.35,1132.09,1155,10237.12
2017-02-09,2236.85,1527.98,1423.77,32.12,33.33,577.82,125.06,164.49,1041.87,1400.03,11447.705
2017-02-10,1432.21,2078.58,1777.68,31.43,31.68,448.55,128.04,157.29,951.87,1402.38,12744.076
2017-02-11,1239.84,1401.57,1728.66,30.32,27.17,370.48,126.46,146.95,764.72,1292.35,13693.802
2017-02-12,483.41,1284.64,1317.9,31,27.16,318.76,126.87,132.68,693.95,1182.2,14637.033
2017-02-13,892.08,700.75,1039.58,30.8,29.08,260.83,128.52,118.47,645.9,1024.65,13661.864
2017-02-14,1499.2,1038.36,711.42,29.72,27.34,327.02,127.59,127.89,598.83,914.62,13642.822
2017-02-15,413.45,1309.79,1498.83,28.61,25.09,440.13,126.33,127.85,691.71,839.01,13476.354
2017-02-16,333.59,596.46,854.12,27.81,24.53,556.89,115.03,132.26,804.8,772.08,13641.32
2017-02-17,264.15,462.95,587.77,27.33,24.27,648.25,125.12,123.89,901.27,773.62,13511.095
2017-02-18,256.6,378.68,484.85,26,24.45,680,123.63,117.84,952.04,832.93,14410.354
2017-02-19,256.95,317.78,427.5,26.57,23.97,650.96,128.47,112.11,965.19,917.02,14293.451
2017-02-20,377.82,301.51,389.56,29.9,26.75,565.67,129.32,128.95,938.32,979.13,14375.051
2017-02-21,377.88,372.76,387.6,28.49,27.65,463.68,119.33,141.5,848.76,999.92,14675.075
2017-02-22,371.45,401.04,429.52,26.21,25.31,374.88,124.65,133.06,713.71,1001.25,14401.237
2017-02-23,360.84,412.08,422.9,25.23,22.89,299.6,123.03,106.62,598.05,963.96,13494.579
2017-02-24,331.07,387.58,407.28,24.36,21.29,251.77,103.14,112.23,515.37,889.75,13501.771
2017-02-25,242.09,373.44,383.54,22.29,20.63,254.97,63.38,105.34,462.63,789.72,14528.353
2017-02-26,267.8,293.37,350.99,23.35,20.54,266.55,63.33,74.39,480.29,700.88,15191.618
2017-02-27,481.47,291.65,313.26,23.1,20.27,266.08,71.42,64.44,484.49,633.58,14578.928
2017-02-28,831.51,418.63,314.09,22.79,19.79,270.67,102.83,64.71,466.34,591.11,13969.286
2017-03-01,696.84,750.66,547.51,22.49,19.23,272.66,101.39,81.91,460.7,557.75,13517.229
2017-03-02,281.54,677.92,699.95,22.76,19.05,272.03,101.88,82.12,455.18,534.29,15435
2017-03-03,239.82,413.98,551.45,22.45,20.69,272.18,102.13,83.7,446.64,513.38,16498.26
2017-03-04,252.15,306,374.77,19.97,19.48,273.67,101.1,80.44,443.04,511.57,17084.402
2017-03-05,239.41,278.83,320.75,21.71,20.1,272.2,101.99,72.13,445.59,504.73,16877.345
2017-03-06,258.19,264.95,293.79,20.95,18.8,272,96.85,71.46,442.96,486.26,16578.905
2017-03-07,265.04,283.02,284.96,20.68,17.26,271.07,82.24,84.02,432.28,478.81,15980.5
2017-03-08,262.59,293.72,299.69,20.52,16.86,273.33,83.93,63.23,427.91,471.41,15918.346
2017-03-09,270.87,290.37,301.35,21.19,17.19,273.74,100.99,60.6,427.16,469.59,15833.648
2017-03-10,228.72,289.25,283.24,19.77,16.9,271.77,91.39,61.24,428.16,466.08,15421.06
2017-03-11,237.6,279.63,292.16,18.53,16.33,273.96,93.03,66.62,426.68,458.42,15378.883
2017-03-12,270,255.69,264.42,18.99,16.33,271.89,103.1,63.91,425.8,449.38,15411.517
2017-03-13,327.75,289.12,269.62,20.09,17.03,270.23,91.32,85.87,420.41,442.99,16067.339
2017-03-14,365.66,318.53,285.54,20.29,17.6,226.33,78.73,84.62,418.72,445.83,16779.541
2017-03-15,376.6,362.02,318.8,19.53,16.32,192.87,79.9,64.01,355.11,440.83,16971.644
2017-03-16,336.7,400.01,348.18,21.37,16.08,192.09,81.88,48.76,343.02,437.79,18465.685
2017-03-17,376.98,373.24,331.83,21.57,16.64,190.51,85.34,56.53,351.84,422.09,18874.948
2017-03-18,269.83,391.23,327.72,19.68,15.22,189.52,128.52,59.9,340.27,396.11,17323.533
2017-03-19,236.74,321.34,324.11,19.52,14.58,186.93,130.2,66.54,340.43,378.49,16063.466
2017-03-20,220.47,286.98,271.46,19.24,15.44,186.87,116.12,96.63,335.65,363.66,14777.707
2017-03-21,281.69,292.51,326.98,37.61,76.83,186.73,111.9,123.75,494.46,380.45,13170.969
2017-03-22,369.98,384.23,396.35,30.04,75.02,186.88,96.67,135.67,556.54,420.43,12055.7
2017-03-23,316.11,434.68,430.82,27.09,37.32,186.06,103.71,116.71,476.72,526.65,10751.792
2017-03-24,300.93,396.99,405.49,26.14,30.36,202.42,106.5,105.14,512.88,629.07,9308.994
2017-03-25,384.39,364.69,375.08,24.37,28.2,215,126.18,120.15,490.96,639.02,9109.025
2017-03-26,412.45,413.03,355.2,24.24,28.68,215.86,123.66,123.55,477.81,619.88,9351.032
2017-03-27,303.26,457.09,411.51,23.7,44.99,215.21,110.34,127.16,468.44,609.32,10363.882
2017-03-28,407.48,414.78,459.43,23.67,55.92,211.86,83.08,127.54,520.91,605.6,12706.582
2017-03-29,533.26,440.73,405.64,22.15,32.12,211.19,80.87,105.16,514.65,612.8,16930.239
2017-03-30,249.26,574.38,542.54,21.69,27.86,209.6,80.47,87.46,466.72,613.31,19162.373
2017-03-31,236.58,346.76,433.39,20.77,26.21,209.82,80.97,83.78,442.52,621.89,17480.178
2017-04-01,321.11,305.16,341.66,19.3,25.44,209.88,81.41,85.79,432.79,585.52,15564.096
2017-04-02,244.27,347.49,327.82,19.19,25.18,209.52,79.56,72.43,424.19,541.84,13893.818
2017-04-03,220.35,310.83,331.2,20.22,25,210.11,79.4,70.38,418.7,518.72,13458.256
2017-04-04,230.94,280.83,300.79,19.74,25.77,236.19,79.33,73.42,411.49,503.53,13415.956
2017-04-05,446.01,268.8,286.14,19.37,24.78,262.08,78.52,78.61,444.66,481.98,14866.453
2017-04-06,440.89,427.49,314.61,19.63,22.73,254.59,78.96,76.52,450.94,466.19,14953.703
2017-04-07,422.5,475.05,422.15,19,22.24,307.78,79.56,72.84,442.05,476.17,14883.87
2017-04-08,370.82,468.56,437.82,20.03,23.51,371.29,80.8,68.27,549.45,493.6,14307.853
2017-04-09,291.63,462.99,456.55,29.27,34.33,362.35,90.02,80.24,631.17,503.18,13293.798
2017-04-10,678.72,424.81,447.6,37.4,77.99,386.65,87.46,109.4,918.21,548.12,11776.393
2017-04-11,734.12,709.03,575.6,26.25,46.92,425.5,81.79,117.38,984.68,626.28,11331.079
2017-04-12,615.93,751.32,761.31,23.1,35.32,253.65,80.44,98.77,824.72,785.71,12405.635
