Year,eventYears,numAchieved,numEvents,numEventsAll,eventLength,eventLengthAchieved,totalEventDays,totalEventDaysAchieved,maxEventDays,maxRollingEvents,maxRollingAchievement,missingDays,totalPossibleDays,ewrCode,scenario,gauge,pu,State,SWSDLName,Multigauge,rollingMaxInterEvent,rollingMaxInterEventAchieved
1910,1,4,4,4,80.25,80.25,321,321,162,162,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,39,1
1911,1,8,8,8,33.75,33.75,270,270,88,88,1,0,366,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,62,1
1912,1,5,5,5,68.2,68.2,341,341,155,155,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,13,1
1913,1,4,4,4,88.25,88.25,353,353,201,201,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,6,1
1914,1,7,7,7,38.714285714285715,38.714285714285715,271,271,157,157,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,37,1
1915,1,5,5,5,40.8,40.8,204,204,101,101,1,0,366,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,111,1
1916,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1917,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1918,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1919,1,14,14,14,7.5,7.5,105,105,42,42,1,0,366,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,84,1
1920,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1921,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1922,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1923,1,7,7,7,45.57142857142857,45.57142857142857,319,319,185,185,1,0,366,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,26,1
1924,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1925,1,3,3,3,117.66666666666667,117.66666666666667,353,353,319,319,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,9,1
1926,1,9,9,9,36.111111111111114,36.111111111111114,325,325,193,193,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,10,1
1927,1,3,3,3,120.33333333333333,120.33333333333333,361,361,230,230,1,0,366,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,4,1
1928,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1929,1,2,2,2,181.0,181.0,362,362,309,309,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,3,1
1930,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1931,1,1,1,1,366.0,366.0,366,366,366,366,1,0,366,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1932,1,3,3,3,119.33333333333333,119.33333333333333,358,358,321,321,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,5,1
1933,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1934,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1935,1,6,6,6,45.666666666666664,45.666666666666664,274,274,217,217,1,0,366,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,27,1
1936,1,2,2,2,180.5,180.5,361,361,208,208,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,20,1
1937,1,2,2,2,180.5,180.5,361,361,258,258,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,4,1
1938,1,7,7,7,49.285714285714285,49.285714285714285,345,345,120,120,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,8,1
1939,1,4,4,4,75.5,75.5,302,302,123,123,1,0,366,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,48,1
1940,1,3,3,3,90.33333333333333,90.33333333333333,271,271,257,257,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,132,1
1941,1,5,5,5,70.0,70.0,350,350,183,183,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,11,1
1942,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1943,1,3,3,3,119.66666666666667,119.66666666666667,359,359,319,319,1,0,366,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,4,1
1944,1,2,2,2,181.5,181.5,363,363,240,240,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,2,1
1945,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1946,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1947,1,1,1,1,366.0,366.0,366,366,366,366,1,0,366,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1948,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1949,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1950,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1951,1,1,1,1,366.0,366.0,366,366,366,366,1,0,366,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1952,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1953,1,2,2,2,180.5,180.5,361,361,250,250,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,4,1
1954,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1955,1,1,1,1,366.0,366.0,366,366,366,366,1,0,366,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1956,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1957,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1958,1,2,2,2,178.0,178.0,356,356,297,297,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,9,1
1959,1,1,1,1,366.0,366.0,366,366,366,366,1,0,366,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1960,1,3,3,3,111.33333333333333,111.33333333333333,334,334,319,319,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,14,1
1961,1,3,3,3,111.66666666666667,111.66666666666667,335,335,226,226,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,30,1
1962,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1963,1,1,1,1,366.0,366.0,366,366,366,366,1,0,366,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1964,1,2,2,2,181.5,181.5,363,363,361,361,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,2,1
1965,1,2,2,2,158.0,158.0,316,316,211,211,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,49,1
1966,1,2,2,2,181.0,181.0,362,362,316,316,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,3,1
1967,1,1,1,1,366.0,366.0,366,366,366,366,1,0,366,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1968,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1969,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1970,1,3,3,3,115.66666666666667,115.66666666666667,347,347,290,290,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,16,1
1971,1,1,1,1,366.0,366.0,366,366,366,366,1,0,366,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1972,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1973,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1974,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1975,1,1,1,1,366.0,366.0,366,366,366,366,1,0,366,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1976,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1977,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1978,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1979,1,3,3,3,115.66666666666667,115.66666666666667,347,347,257,257,1,0,366,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,18,1
1980,1,13,13,13,21.53846153846154,21.53846153846154,280,280,98,98,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,19,1
1981,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1982,1,4,4,4,90.5,90.5,362,362,223,223,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,1,1
1983,1,1,1,1,366.0,366.0,366,366,366,366,1,0,366,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1984,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1985,1,7,7,7,49.142857142857146,49.142857142857146,344,344,307,307,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,8,1
1986,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1987,1,1,1,1,366.0,366.0,366,366,366,366,1,0,366,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1988,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1989,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1990,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1991,1,1,1,1,366.0,366.0,366,366,366,366,1,0,366,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1992,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1993,1,4,4,4,87.5,87.5,350,350,145,145,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,9,1
1994,1,7,7,7,47.285714285714285,47.285714285714285,331,331,195,195,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,14,1
1995,1,3,3,3,121.33333333333333,121.33333333333333,364,364,256,256,1,0,366,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,1,1
1996,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1997,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1998,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1999,1,1,1,1,366.0,366.0,366,366,366,366,1,0,366,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
2000,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
2001,1,2,2,2,182.0,182.0,364,364,244,244,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,1,1
2002,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
2003,1,4,4,4,89.5,89.5,358,358,271,271,1,0,366,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,6,1
2004,1,11,11,11,30.181818181818183,30.181818181818183,332,332,181,181,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,12,1
2005,1,5,5,5,71.6,71.6,358,358,196,196,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,2,1
2006,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
2007,1,4,4,4,90.25,90.25,361,361,206,206,1,0,366,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,2,1
2008,1,10,10,10,35.2,35.2,352,352,139,139,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,2,1
2009,1,2,2,2,182.0,182.0,364,364,241,241,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,1,1
2010,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
2011,1,1,1,1,366.0,366.0,366,366,366,366,1,0,366,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
2012,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
2013,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
2014,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
2015,1,3,3,3,117.0,117.0,351,351,323,323,1,0,366,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,9,1
2016,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
2017,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
2018,1,12,12,12,11.083333333333334,11.083333333333334,133,133,38,38,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,90,1
2019,1,3,3,3,97.33333333333333,97.33333333333333,292,292,165,165,1,0,366,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,152,1
2020,1,7,7,7,43.57142857142857,43.57142857142857,305,305,114,114,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,39,1
2021,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
2022,1,1,1,1,365.0,365.0,365,365,365,365,1,0,365,BF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,0,1
1889,1,4,4,5,11.8,14.5,59,58,18,18,1,0,365,SF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,204,0
1890,0,0,0,3,2.6666666666666665,0.0,8,0,4,4,0,0,365,SF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,446,0
1891,1,1,1,9,4.444444444444445,15.0,40,15,15,15,1,0,366,SF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,790,0
1892,1,2,2,10,6.2,16.5,62,33,17,17,1,0,365,SF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,233,0
1893,0,0,0,1,2.0,0.0,2,0,2,2,0,0,365,SF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,369,0
1894,0,0,0,2,2.0,0.0,4,0,3,3,0,0,365,SF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,734,0
1895,0,0,0,3,3.3333333333333335,0.0,10,0,5,5,0,0,366,SF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,1100,0
1896,0,0,0,1,3.0,0.0,3,0,3,3,0,0,365,SF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,1465,0
1897,0,0,0,8,3.375,0.0,27,0,5,5,0,0,365,SF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,1830,0
1898,0,0,0,3,3.0,0.0,9,0,4,4,0,0,365,SF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,2195,0
1899,0,0,0,1,3.0,0.0,3,0,3,3,0,0,365,SF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,2560,0
1900,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,SF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,2925,0
1901,0,0,0,1,1.0,0.0,1,0,1,1,0,0,365,SF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,3290,0
1902,0,0,0,1,4.0,0.0,4,0,4,4,0,0,365,SF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,3655,0
1903,1,1,1,9,5.0,16.0,45,16,16,16,1,0,366,SF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,3733,0
1904,0,0,0,1,2.0,0.0,2,0,2,2,0,0,365,SF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,637,0
1905,0,0,0,1,3.0,0.0,3,0,3,3,0,0,365,SF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,1002,0
1906,0,0,0,2,1.5,0.0,3,0,2,2,0,0,365,SF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,1367,0
1907,0,0,0,0,0.0,0.0,0,0,0,0,0,0,366,SF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,1733,0
1908,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,SF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,2098,0
1909,0,0,0,3,1.3333333333333333,0.0,4,0,2,2,0,0,365,SF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,2463,0
1910,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,SF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,2828,0
1911,0,0,0,1,1.0,0.0,1,0,1,1,0,0,366,SF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,3194,0
1912,0,0,0,2,1.0,0.0,2,0,1,1,0,0,365,SF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,3559,0
1913,0,0,0,1,2.0,0.0,2,0,2,2,0,0,365,SF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,3924,0
1914,0,0,0,0,0.0,0.0,0,0,0,0,0,0,365,SF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,4289,0
1915,0,0,0,0,0.0,0.0,0,0,0,0,0,0,366,SF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,4655,0
1916,0,0,0,4,2.5,0.0,10,0,6,6,0,0,365,SF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,5020,0
1917,1,2,2,7,6.0,12.0,42,24,14,14,1,0,365,SF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,5157,0
1918,0,0,0,1,2.0,0.0,2,0,2,2,0,0,365,SF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,556,0
1919,0,0,0,0,0.0,0.0,0,0,0,0,0,0,366,SF-FD1,CW_416011_flow_level,416011,Border Rivers and Moonie Long-term watering plan,QLD,Queensland Border Rivers,,922,0
