site name,gauge number,owner,lat,lon
BUCHAN @ GLENMORE,222403,"VIC - Department of Environment, Land, Water and Planning",-37.2225,148.1328
BUCHAN R @ EGW O/T,222221,"VIC - Department of Environment, Land, Water and Planning",-37.47048385,148.1746891
BUCHAN R MURRINDAL,222207,"VIC - Department of Environment, Land, Water and Planning",-37.50472222,148.2377778
BUCKENBOWRA NO 3,216009,NSW - NSW Department of Industry – Lands and Water,-35.7125,150.0354
BUCKIINGUY @ BREAK,421111,NSW - NSW Department of Industry – Lands and Water,-31.0851,147.5471
BUCKINBAH @ YEOVAL,421059,NSW - NSW Department of Industry – Lands and Water,-32.6588,148.6871
BUCKLAND @ BUCKLAND,403206,"VIC - Department of Environment, Land, Water and Planning",-36.795,146.8466667
BUCKLAND @ HARRIS,403233,"VIC - Department of Environment, Land, Water and Planning",-36.72149292,146.8820491
BUCKLAND R @ 12 MILE,403253,"VIC - Department of Environment, Land, Water and Planning",-36.854944,146.859431
BUCKS CREEK @ VACY,210095,NSW - NSW Department of Industry – Lands and Water,-32.522,151.5603
BUDD,410575,NSW - Snowy Hydro Limited,-35.61611331,148.2808456
BUDGEE @ SAND RIDGE,409396,"VIC - Department of Environment, Land, Water and Planning",-35.89519695,145.0030871
BUDGEE CK WAR PLAIN,409398,"VIC - Department of Environment, Land, Water and Planning",-35.93579329,144.9674058
BUFFALO @ ABBEYARD,403222,"VIC - Department of Environment, Land, Water and Planning",-36.91058935,146.7001479
BUFFALO @ BUFFALO,403220,"VIC - Department of Environment, Land, Water and Planning",-36.711606,146.668481
BUFFALO @ MYRTLEFORD,403216,"VIC - Department of Environment, Land, Water and Planning",-36.578627,146.713351
BUFFALO BROOK B/L BLACK ROCK,839.1,"TAS - Department of Primary Industries, Parks, Water and Environment",-41.744674,147.62682
BUFFALO R D/S ROSE R,403254,"VIC - Department of Environment, Land, Water and Planning",-36.79495619,146.6652128
BULGERAGA @ B/CATION,421145,NSW - NSW Department of Industry – Lands and Water,-31.1766,147.6686
BULGERAGA@GIBSON WAY,421118,NSW - NSW Department of Industry – Lands and Water,-30.8878,147.573
BULLARTO RES. H.G.,407327A,VIC - Central Highlands Water,-37.378142,144.239983
BULLATALE U/S EDWARD,409075,NSW - NSW Department of Industry – Lands and Water,-35.6209,145.0028
BULLOCK @ MARONG,407246,"VIC - Department of Environment, Land, Water and Planning",-36.72893939,144.1360524
BULLOCK @ U/S BOX CK,407287,"VIC - Department of Environment, Land, Water and Planning",-35.92254445,144.184492
BULLOCK @EAST LODDON,407290,"VIC - Department of Environment, Land, Water and Planning",-36.37298939,144.1374429
BUNBURY CURRAN CK@RP,213012,NSW - NSW Department of Industry – Lands and Water,-33.978153,150.887356
BUNDALAGUAH DR BLYTH,225732A,VIC - Gippsland and Southern Rural Water Corporation (Southern Rural Water),-38.03495506,147.0005014
BUNDARA @ BUNDARA,401413,"VIC - Department of Environment, Land, Water and Planning",-36.985,147.405
BUNDELLA CK@BUNDELLA,419086,NSW - NSW Department of Industry – Lands and Water,-31.570469,149.982986
BUNDIDGERRY STORAGE,410190,NSW - NSW Department of Industry – Lands and Water,-34.767,146.634
BUNG BONG RG,408801,"VIC - Department of Environment, Land, Water and Planning",-37.109147,143.551866
BUNGALALLY @MCKENZIE,415249,"VIC - Department of Environment, Land, Water and Planning",-36.81333333,142.205
BUNGALOOK CK-FUSSELL,228369A,VIC - Melbourne Water Corporation (Melbourne Water),-37.8261,145.329
BUNGAWALBYN,203450,NSW - NSW Department of Industry – Lands and Water,-29.03338254,153.2774903
BUNGONIA @ BUNGONIA,215014,NSW - NSW Department of Industry – Lands and Water,-34.8176,149.9898
BUNUMBURT INFLOW,412177,NSW - NSW Department of Industry – Lands and Water,-34.23281104,143.937575
BUNYIP @ HEADWORKS,228207,"VIC - Department of Environment, Land, Water and Planning",-37.94378889,145.7418611
BUNYIP @ IONA,228213,"VIC - Department of Environment, Land, Water and Planning",-38.12763056,145.6860889
BUNYIP R @ TONIMBUK,228212,"VIC - Department of Environment, Land, Water and Planning",-38.02081944,145.7621111
BUNYIP R-LONGWARY N,228255A,VIC - Melbourne Water Corporation (Melbourne Water),-38.0768,145.755
BUNYIP RIV-CORA LYNN,228380A,VIC - Melbourne Water Corporation (Melbourne Water),-38.1453,145.608
BUNYIP RIV-HEADWORKS,228207A,VIC - Melbourne Water Corporation (Melbourne Water),-37.9435,145.742
BUNYIP RIV-IONA,228213A,VIC - Melbourne Water Corporation (Melbourne Water),-38.1277,145.686
BUNYIP RIV-KOOWEERUP,228395A,VIC - Melbourne Water Corporation (Melbourne Water),-38.1974,145.477
BUNYIP RIV-TONINBUK,228212A,VIC - Melbourne Water Corporation (Melbourne Water),-38.02077695,145.7623586
BURBURY LAKE - AT CROTTY DAM,298.1,TAS - Hydro-electric Corporation (Hydro Tasmania),-42.16,145.617
BURK,600175,NSW - Snowy Hydro Limited,-36.25472222,148.2566667
BURKE R DAM INFLOW,2122052,NSW - NSW Department of Industry – Lands and Water,-34.4137,150.595278
BURKES CK @  MANGO,41000280,NSW - NSW Department of Industry – Lands and Water,-35.36944444,147.2511111
BURNS,410576,NSW - Snowy Hydro Limited,-35.9875,148.3791667
BURNT @ WONWONDAH E,415223,"VIC - Department of Environment, Land, Water and Planning",-36.88537671,142.2340353
BURRANGONG CK @ BIMB,412170,NSW - NSW Department of Industry – Lands and Water,-34.0404,147.9268
BURRENDONG DAM,421078,NSW - NSW Department of Industry – Lands and Water,-32.6673,149.1115
BURRILL CK@MICKIBRI,421084,NSW - NSW Department of Industry – Lands and Water,-32.88183476,148.2209774
BURRINGBAR CK @ BURR,202002,NSW - NSW Department of Industry – Lands and Water,-28.43773333,153.4768833
BURRINJUCK DAM,410131,NSW - NSW Department of Industry – Lands and Water,-35,148.5989
BURRUMBEET @ LAKE,236215,"VIC - Department of Environment, Land, Water and Planning",-37.52452,143.67555
BUTCHER @ OMEO,401228,"VIC - Department of Environment, Land, Water and Planning",-37.19320069,147.5199936
BUTLERS CK @ KIOLOA,216008,NSW - NSW Department of Industry – Lands and Water,-35.5435,150.3648
BUTMAROO CK@BUTMAROO,411003,NSW - NSW Department of Industry – Lands and Water,-35.2551,149.5434
BUTTONS CREEK U/S BASS HWY,1088.1,"TAS - Department of Primary Industries, Parks, Water and Environment",-41.16619839,146.1919299
BYPASS @ GEMLEIGH,405318,"VIC - Department of Environment, Land, Water and Planning",-36.78949692,145.7226749
BYPASS CH L LONSDALE,415705,"VIC - Department of Environment, Land, Water and Planning",-37.03426773,142.585267
BYRON CK @ BINNABURR,203012,NSW - NSW Department of Industry – Lands and Water,-28.706611,153.497897
Babinda_Ck Babinda,111102B,"QLD - Department of Natural Resources, Mines and Energy",-17.35277778,145.9236111
Babinda_Ck Babinda,111102A,"QLD - Department of Natural Resources, Mines and Energy",-17.35083333,145.9247222
Back Huntly Rd,614186,WA - Department of Water and Environmental Regulation,-32.62990406,116.0325963
Back_Ck Beechmont,146014A,"QLD - Department of Natural Resources, Mines and Energy",-28.12466667,153.18875
Bacon DS,6163441,WA - Department of Water and Environmental Regulation,-32.0252,115.9241
Bacon US,6163414,WA - Department of Water and Environmental Regulation,-32.020756,115.930439
Baden Powell,614006,WA - Department of Water and Environmental Regulation,-32.77217354,116.0843055
Badyeeda Pool,705002,WA - Department of Water and Environmental Regulation,-23.48229279,114.2766492
Baffle_Ck  Roadview,134001A,"QLD - Department of Natural Resources, Mines and Energy",-24.51393216,151.736603
Baffle_Ck Mimdale,134001B,"QLD - Department of Natural Resources, Mines and Energy",-24.51363146,151.7362803
Baileys Grave,G9070142,NT - Department of Environment and Natural Resources,-16.77822993,135.7576637
Baker C Black Jgl,G8170083,NT - Department of Environment and Natural Resources,-12.54959652,131.2154752
Baker Range Reflows,A2391146,SA - South Eastern Water Conservation and Drainage Board,-37.22582636,140.4913253
Bakers Range South,A2391125,SA - South Eastern Water Conservation and Drainage Board,-37.23564149,140.491079
Bakers_Ck Abbotts,126006A,"QLD - Department of Natural Resources, Mines and Energy",-21.195,149.1066667
Bald Hill Site 1,A2391150,SA - South Eastern Water Conservation and Drainage Board,-36.64767542,140.0663455
Bald Hill Site 2,A2391151,SA - South Eastern Water Conservation and Drainage Board,-36.44550004,139.9592922
Bald Hills Junction,A2391144,SA - South Eastern Water Conservation and Drainage Board,-36.43874772,139.9167072
Baldania Ck Conflu,606218,WA - Department of Water and Environmental Regulation,-34.74869287,116.1877711
Balgarup,609006,WA - Department of Water and Environmental Regulation,-33.94612352,117.2109107
Balgownie,422352A,"QLD - Department of Natural Resources, Mines and Energy",-27.84989444,151.6908389
Balladong St York,615024,WA - Department of Water and Environmental Regulation,-31.8918,116.7724
Ballan Channel below Confluence with Bostock Ch.,ME610A,VIC - Barwon Region Water Corporation (Barwon Water),-37.67337054,144.2047845
Ballandool_R Hebel,422207A,"QLD - Department of Natural Resources, Mines and Energy",-28.93765,147.7523667
Ballandown Road,A4261220,"SA - Department of Environment, Water and Natural Resources",-35.36530978,139.0015691
Balonne at Warroo,422215A,QLD - SunWater,-27.646264,148.740127
Balonne_R  St George,422201B,"QLD - Department of Natural Resources, Mines and Energy",-28.03583053,148.5808361
Balonne_R  St George,422201D,"QLD - Department of Natural Resources, Mines and Energy",-28.05611353,148.5608363
Balonne_R St George,422201F,"QLD - Department of Natural Resources, Mines and Energy",-28.06135,148.563584
Balonne_R St George,422201E,"QLD - Department of Natural Resources, Mines and Energy",-28.06403333,148.5610667
Balonne_R Surat,422220A,"QLD - Department of Natural Resources, Mines and Energy",-27.15004722,149.0638056
Balonne_R Weribone,422213A,"QLD - Department of Natural Resources, Mines and Energy",-27.31853333,148.8257333
Bandy Harbour Weir,601012,WA - Department of Water and Environmental Regulation,-33.8282,121.9347
Bank C Mundic Side,A4261244,"SA - Department of Environment, Water and Natural Resources",-34.214777,140.760109
Banka Sp C,G8175088,NT - Department of Environment and Natural Resources,-12.42106764,131.2218473
Barambah Moffatdale,136202C,"QLD - Department of Natural Resources, Mines and Energy",-26.2742989,152.0060484
Barambah Stonelands,136206A,"QLD - Department of Natural Resources, Mines and Energy",-26.0536352,151.7255443
Barambah at Ficks,136212A,QLD - SunWater,-26.252053,151.892694
Barambah at St'lands,136206A,QLD - SunWater,-26.05285,151.72525
Barambah_C Bullalong,136202A,"QLD - Department of Natural Resources, Mines and Energy",-26.26138524,152.0056577
Barambah_Ck Ban Ban,136207A,"QLD - Department of Natural Resources, Mines and Energy",-25.71077157,151.8083241
Barambah_Ck Keatings,136202B,"QLD - Department of Natural Resources, Mines and Energy",-26.26754353,151.9825729
Barambah_Ck Litzows,136202D,"QLD - Department of Natural Resources, Mines and Energy",-26.30069881,152.0432566
Barbers @ Pool,409113,NSW - NSW Department of Industry – Lands and Water,-35.5916693,144.1666615
Barcoo_R  Blackall,003303A,"QLD - Department of Natural Resources, Mines and Energy",-24.42675,145.45834
Barcoo_R Retreat,003301A,"QLD - Department of Natural Resources, Mines and Energy",-25.17972222,143.2475
Barcoo_Retreat,003301B,"QLD - Department of Natural Resources, Mines and Energy",-25.18541667,143.28125
Barker Rd Crossing,607220,WA - Department of Water and Environmental Regulation,-34.52169322,115.8994358
Barker_Ck Bendee,136201C,"QLD - Department of Natural Resources, Mines and Energy",-26.40600592,152.029486
Barker_Ck Brooklands,136203A,"QLD - Department of Natural Resources, Mines and Energy",-26.7367666,151.8188038
Barker_Ck Glenelg,136201B,"QLD - Department of Natural Resources, Mines and Energy",-26.41230336,152.0261747
Barker_Ck Glenmore,136209A,"QLD - Department of Natural Resources, Mines and Energy",-26.47004314,152.0575293
Barker_Ck Holbroo,136201A,"QLD - Department of Natural Resources, Mines and Energy",-26.39699149,152.0315665
Barker_Ck Wyalla,136201D,"QLD - Department of Natural Resources, Mines and Energy",-26.42412963,152.0393619
Barkers Creek Storage,BARKERSCREEK,VIC - Coliban Region Water Corporation (Coliban Water),-36.966404,144.277525
Barlee,608015,WA - Department of Water and Environmental Regulation,-34.26536912,115.7100183
Barongarook,416410A,QLD - SunWater,-28.4316,151.46233
Barongarook,416410A,"QLD - Department of Natural Resources, Mines and Energy",-28.43722578,151.4630596
Baroon Pocket,138121A,QLD - Queensland Bulk Water Supply Authority (Seqwater),-26.710085,152.872818
Barossa Diversion Weir (SA Water),SAWBAWR.1,SA - South Australian Water Corporation (SA Water),-34.68712108,138.8533304
Barossa Reservoir (SA Water),SAWBARS.1,SA - South Australian Water Corporation (SA Water),-34.65163501,138.8503435
Barrabup Pool,609018,WA - Department of Water and Environmental Regulation,-33.9434952,115.6914468
Barrackdale,422203A,"QLD - Department of Natural Resources, Mines and Energy",-27.53832875,148.7266691
Barrage,128,QLD - Rockhampton Regional Council,-23.36073701,150.4988748
Barrama,603009,WA - Department of Water and Environmental Regulation,-34.70376787,117.362957
Barramundi Fl,G8100110,NT - Department of Environment and Natural Resources,-15.22791334,129.1264172
Barranga,130339A,"QLD - Department of Natural Resources, Mines and Energy",-24.45277828,149.3533293
Barratt_Ck Daintree,108001A,"QLD - Department of Natural Resources, Mines and Energy",-16.27861464,145.3333337
Barratta_Northcote,119101A,"QLD - Department of Natural Resources, Mines and Energy",-19.69072778,147.169825
Barrington Rocky X,208006,NSW - NSW Department of Industry – Lands and Water,-32.03746749,151.8708595
Barron Tinaroo Falls,110006A,"QLD - Department of Natural Resources, Mines and Energy",-17.16499519,145.5491657
Barron Tinaroo Falls,110006C,"QLD - Department of Natural Resources, Mines and Energy",-17.1635,145.5428333
Barron Tinaroo Falls,110006B,"QLD - Department of Natural Resources, Mines and Energy",-17.16555661,145.5455515
Barron_R Bilwon,110020A,"QLD - Department of Natural Resources, Mines and Energy",-16.84172222,145.4431389
Barron_R Fairyland,110001B,"QLD - Department of Natural Resources, Mines and Energy",-16.80638781,145.6313917
Barron_R Goonara,110021A,"QLD - Department of Natural Resources, Mines and Energy",-17.33747,145.51268
Barron_R Hydro Weir,110005A,"QLD - Department of Natural Resources, Mines and Energy",-16.83205556,145.6388333
Barron_R Koah,110016A,"QLD - Department of Natural Resources, Mines and Energy",-16.82333242,145.5116687
Barron_R Kuranda,110001A,"QLD - Department of Natural Resources, Mines and Energy",-16.81916667,145.6386111
Barron_R Lake Placid,110015A,"QLD - Department of Natural Resources, Mines and Energy",-16.87027311,145.6725033
Barron_R Mareeba,110002A,"QLD - Department of Natural Resources, Mines and Energy",-17.00224,145.42926
Barron_R Myola,110001C,"QLD - Department of Natural Resources, Mines and Energy",-16.80138411,145.6102794
Barron_R Picnic Xing,110003A,"QLD - Department of Natural Resources, Mines and Energy",-17.25911111,145.5385833
Barwon @ Eagle Farm,416081,NSW - NSW Department of Industry – Lands and Water,-28.87812,149.06391
Basalt_R Bluff Downs,120106A,"QLD - Department of Natural Resources, Mines and Energy",-19.68096,145.54056
Basalt_R Bluff Downs,120106B,"QLD - Department of Natural Resources, Mines and Energy",-19.681297,145.5402992
Batchelor Dam S,G8150010,NT - Department of Environment and Natural Resources,-13.02430864,130.9512399
Bates Catchment,614062,WA - Department of Water and Environmental Regulation,-32.5829,116.0273
Battle Camp,105101A,"QLD - Department of Natural Resources, Mines and Energy",-15.2816,144.8387
Baywulla_C,136110A,"QLD - Department of Natural Resources, Mines and Energy",-25.08296257,151.3803481
Bcn 17/adj Reedy Isl,A4261036,"SA - Department of Environment, Water and Natural Resources",-35.53307044,138.8348351
Beac 23/200mdsHI Brg,A4261123,"SA - Department of Environment, Water and Natural Resources",-35.50766976,138.7863038
Beac 75/Stony Pt,A4261129,"SA - Department of Environment, Water and Natural Resources",-35.5236418,138.9867758
Beacham Farm,614128,WA - Department of Water and Environmental Regulation,-32.61304261,115.8196552
Beacon 105,A4261199,"SA - Department of Environment, Water and Natural Resources",-35.39371938,139.3532798
Beacon 94/PomandaPt,A4261130,"SA - Department of Environment, Water and Natural Resources",-35.4498,139.2676
Beacon 97 (Raukkan),A4261133,SA - South Australian Water Corporation (SA Water),-35.4863,139.1381
Beacon Downstream,615046,WA - Department of Water and Environmental Regulation,-30.43118949,117.8133222
Bear Drain,612048,WA - Department of Water and Environmental Regulation,-33.11629538,115.833717
Beardmore Dam,422212B,QLD - SunWater,-27.906882,148.646734
Beardmore Dam TW,422216A,QLD - SunWater,-27.91015,148.65209
Bedford Downs,809310,WA - Department of Water and Environmental Regulation,-17.42588984,127.6000517
Bedford Weir HW,130104A,QLD - SunWater,-23.3739,148.84075
Bedford Weir T/W,130111A,"QLD - Department of Natural Resources, Mines and Energy",-23.37372797,148.8403339
Bedford Weir TW,130111A,QLD - SunWater,-23.3739,148.84075
Bee Ck_Smiths Yard,130411A,"QLD - Department of Natural Resources, Mines and Energy",-21.83888822,148.5308329
Bee Farm Road,614012,WA - Department of Water and Environmental Regulation,-32.94985578,116.471902
Bee_Ck Upsan Downs,120203A,"QLD - Department of Natural Resources, Mines and Energy",-21.11388889,148.4586111
Beed C Horne Rd,G8150036,NT - Department of Environment and Natural Resources,-12.587447,131.054257
Beela,612047,WA - Department of Water and Environmental Regulation,-33.23399916,115.8977874
Beelerup,611049,WA - Department of Water and Environmental Regulation,-33.56105149,115.8778447
Beenleigh Pump Stn,145106A,"QLD - Department of Natural Resources, Mines and Energy",-27.8025,153.1675
Beigpiegup,603005,WA - Department of Water and Environmental Regulation,-34.82756236,117.392868
Belconnen Pond 3,410652,"ACT - Environment, Planning and Sustainable Development Directorate",-35.18852778,149.0143611
Bell_Ck Craiglands,130319A,"QLD - Department of Natural Resources, Mines and Energy",-24.149887,150.524785
Bellarine Basin,SB511,VIC - Barwon Region Water Corporation (Barwon Water),-38.2199,144.5499
Bellenden Ker,111103A,"QLD - Department of Natural Resources, Mines and Energy",-17.30972222,145.9222222
Bells Farm,615047,WA - Department of Water and Environmental Regulation,-32.24763915,117.1419523
Belmont,143004A,"QLD - Department of Natural Resources, Mines and Energy",-27.53555556,153.1094444
Below Dam,602040,WA - Department of Water and Environmental Regulation,-34.67092887,117.8790933
Below Divertor,609029,WA - Department of Water and Environmental Regulation,-32.91487228,117.6037442
Below Main Dam,614033,WA - Department of Water and Environmental Regulation,-32.4051,116.0942
Belyando_R,120301B,"QLD - Department of Natural Resources, Mines and Energy",-21.533111,146.859645
Ben Anderson Barrage,136020A,QLD - SunWater,-24.93,152.25525
Ben Dor Weir,416406A,QLD - SunWater,-28.560929,150.867563
Ben Dor Weir,416406A,"QLD - Department of Natural Resources, Mines and Energy",-28.56583144,150.8644484
Benara Rd (D/Stream),616084,WA - Department of Water and Environmental Regulation,-31.87770254,115.9595256
Bendeela Pondage,215217,NSW - NSW Department of Industry – Lands and Water,-34.72446969,150.4791883
Bendora Res. at Dam,410717,ACT - Icon Water Limited,-35.44672222,148.8284167
Bennetts C Jenk. Rd,G8150322,NT - Department of Environment and Natural Resources,-12.61397553,131.0234292
Bennetts Catchment,614018,WA - Department of Water and Environmental Regulation,-32.5951,116.0343
Bennies Road,617006,WA - Department of Water and Environmental Regulation,-31.15670303,115.52908
Bernard Street,616108,WA - Department of Water and Environmental Regulation,-32.12348975,116.0319037
Bernley Drive,6163162,WA - Department of Water and Environmental Regulation,-31.87189912,115.993938
Bernley Drive,6163163,WA - Department of Water and Environmental Regulation,-31.87189912,115.993938
Bernley Drive S,6163161,WA - Department of Water and Environmental Regulation,-31.87189912,115.993938
Berry C Cox Pn Xng,G8150028,NT - Department of Environment and Natural Resources,-12.70880713,131.0025509
Berry C Sp Weir,G8155288,NT - Department of Environment and Natural Resources,-12.70332224,130.9980883
Berry R M Fly Wr,G8150027,NT - Department of Environment and Natural Resources,-12.70091899,130.9956945
Betts Gorge_Ck,915007A,"QLD - Department of Natural Resources, Mines and Energy",-20.67805556,144.0686111
Bevans,608023,WA - Department of Water and Environmental Regulation,-34.18491195,116.0709044
Beverley Bridge,615025,WA - Department of Water and Environmental Regulation,-32.10773902,116.9299378
Beynon Rd Drain 1,609061,WA - Department of Water and Environmental Regulation,-33.2257,117.8128
Bibikin Rd Bridge,609021,WA - Department of Water and Environmental Regulation,-33.40037797,117.7324773
Bickley Rd Inflow,616126,WA - Department of Water and Environmental Regulation,-32.02132251,115.9520503
Big Dipper,G0060047,NT - Department of Environment and Natural Resources,-23.64800484,133.8640173
Bilanoo,708015,WA - Department of Water and Environmental Regulation,-21.29235817,116.1442815
Billa Boya Reserve,602014,WA - Department of Water and Environmental Regulation,-34.93212211,117.874845
Bindle_Ck Study Cmnt,422218A,"QLD - Department of Natural Resources, Mines and Energy",-27.72694794,148.7555568
Bingegang Weir H/W,130106A,"QLD - Department of Natural Resources, Mines and Energy",-23.07616667,149.0330833
Bingegang Weir HW,130106A,QLD - SunWater,-23.07335,149.035
Bingegang Weir T/W,130110A,"QLD - Department of Natural Resources, Mines and Energy",-23.07333208,149.0330541
Bingegang Weir TW,130110A,QLD - SunWater,-23.07335,149.035
Bingham river No 37,612037,WA - Department of Water and Environmental Regulation,-33.30225423,116.2802017
Binnowee,423205A,"QLD - Department of Natural Resources, Mines and Energy",-26.488927,146.09669
Biofilter 1,6141507,WA - Department of Water and Environmental Regulation,-32.22459197,115.9945204
Biofilter 2,6141508,WA - Department of Water and Environmental Regulation,-32.22458534,115.9936862
Biofilter 4,6141511,WA - Department of Water and Environmental Regulation,-32.22470413,115.9917945
Biofilter 4 Outlet,6141512,WA - Department of Water and Environmental Regulation,-32.2248153,115.9913007
Biofilter Sump,6141510,WA - Department of Water and Environmental Regulation,-32.22469159,115.9927106
Bird In Hand STW Otl,A4260636,"SA - Department of Environment, Water and Natural Resources",-34.9576,138.927
Birdsville,002101A,"QLD - Department of Natural Resources, Mines and Energy",-25.90333517,139.375282
Birdsville,002101B,"QLD - Department of Natural Resources, Mines and Energy",-25.90833333,139.3722222
Bitter Springs,G9035212,NT - Department of Environment and Natural Resources,-14.91316333,133.090057
Bjelke-P'sen Dam TW,136211A,QLD - SunWater,-26.300716,151.978487
Bjelke-Petersen Dam,136210A,QLD - SunWater,-26.304324,151.978619
Black Cat,602199,WA - Department of Water and Environmental Regulation,-34.94723726,118.0796492
Black Hill Springs,A4261104,SA - South Australian Murray-Darling Basin Natural Resource Management Board,-34.708,139.5049
Black_R Bruce Hwy,117002A,"QLD - Department of Natural Resources, Mines and Energy",-19.23771042,146.6328656
Blackmore R,G8150098,NT - Department of Environment and Natural Resources,-12.77356571,130.9449736
Blacks_Ck Whitefords,125005A,"QLD - Department of Natural Resources, Mines and Energy",-21.3228,148.8351167
Blackwater_Curragh,130108B,"QLD - Department of Natural Resources, Mines and Energy",-23.4983,148.8811
Blackwater_Curragh,130108A,"QLD - Department of Natural Resources, Mines and Energy",-23.49528078,148.8733375
Blackwood Road,609053,WA - Department of Water and Environmental Regulation,-34.1233,115.57
Blencoe_Ck Falls,116010A,"QLD - Department of Natural Resources, Mines and Energy",-18.2042,145.5371
Block 27 Outflow,809342,WA - Department of Water and Environmental Regulation,-15.70245798,128.7109958
Block 9A Outflow,809348,WA - Department of Water and Environmental Regulation,-15.64634142,128.7306679
Blue Dog Pool,709006,WA - Department of Water and Environmental Regulation,-21.59387863,117.5452311
Blue Lake Flow NSI,144003A,"QLD - Department of Natural Resources, Mines and Energy",-27.535,153.4891667
Bluewater,117003A,"QLD - Department of Natural Resources, Mines and Energy",-19.18330833,146.5469361
Blunder_C King Ave,143027A,"QLD - Department of Natural Resources, Mines and Energy",-27.595,152.9958333
Blunder_Ck Wooroora,116015A,"QLD - Department of Natural Resources, Mines and Energy",-17.7371,145.4363
Boat Ck ds bridge,A4261092,"SA - Department of Environment, Water and Natural Resources",-33.9604,140.9148
Boat Landing Road,608171,WA - Department of Water and Environmental Regulation,-34.45245542,115.7961676
Bob Pazotas Dam,607040,WA - Department of Water and Environmental Regulation,-34.28433895,116.1546305
Boddington Gold Mine,614058,WA - Department of Water and Environmental Regulation,-32.73172667,116.353554
Bogie_R Strathbogie,120005A,"QLD - Department of Natural Resources, Mines and Energy",-20.15317,147.54277
Bogie_R Strathbogie,120005B,"QLD - Department of Natural Resources, Mines and Energy",-20.14123,147.5636
Bohemia Downs,802231,WA - Department of Water and Environmental Regulation,-18.90088847,126.2379545
Bohle_R Mt Bohle,118001B,"QLD - Department of Natural Resources, Mines and Energy",-19.26833333,146.7030556
Bokhara_R Hebel,422209A,"QLD - Department of Natural Resources, Mines and Energy",-28.9694,147.7973
Bolwarra Weir Reservoir level,DW671,VIC - Barwon Region Water Corporation (Barwon Water),-37.55875038,144.1770646
Bond Sp On Todd,R0060007,NT - Department of Environment and Natural Resources,-23.54166697,133.9466024
Booba Sands,416415A,"QLD - Department of Natural Resources, Mines and Energy",-28.57155,150.8455333
Boodarie,709012,WA - Department of Water and Environmental Regulation,-20.4023,118.5493
Boodj Esy,610046,WA - Department of Water and Environmental Regulation,-34.01373465,115.043919
Bookine Bookine,617003,WA - Department of Water and Environmental Regulation,-31.31937146,115.6269561
Bookpurnong Bank,A4261084,"SA - Department of Environment, Water and Natural Resources",-34.3547,140.574
Bookpurnong Bank,A4261083,"SA - Department of Environment, Water and Natural Resources",-34.3548,140.5743
Bool Main Basin,A2391123,SA - South Eastern Water Conservation and Drainage Board,-37.09285856,140.6961455
Boolathana,704001,WA - Department of Water and Environmental Regulation,-24.62677163,113.820949
Boolcunda/Langwarren,A5090501,"SA - Department of Environment, Water and Natural Resources",-32.2152,138.3027
Booloo,609013,WA - Department of Water and Environmental Regulation,-32.91528328,117.6001238
Boomerang Rd,614097,WA - Department of Water and Environmental Regulation,-32.25982599,115.9164397
Boonara_Ck Ettiewyn,136208A,"QLD - Department of Natural Resources, Mines and Energy",-25.90278632,151.8438363
Boondadilla,111003A,"QLD - Department of Natural Resources, Mines and Energy",-17.1275,145.8372222
Boondooma Dam,136316A,QLD - SunWater,-26.09559,151.433853
Boondooma Dam Releas,136317A,"QLD - Department of Natural Resources, Mines and Energy",-26.09261995,151.4332166
Boondooma Dam TW,136317A,QLD - SunWater,-26.092636,151.433242
Border C/Weaber Rng,G8100106,NT - Department of Environment and Natural Resources,-15.39800581,129.0111196
Borilla at Glendon,130229A,QLD - SunWater,-23.706667,147.801925
Borroloola Xng,G9070121,NT - Department of Environment and Natural Resources,-16.08183572,136.316961
Borumba Dam Release,138119B,"QLD - Department of Natural Resources, Mines and Energy",-26.50147529,152.5866149
Borumba Damsite TW,138119A,"QLD - Department of Natural Resources, Mines and Energy",-26.50237615,152.5859092
Bostock Channel Edgerton rd.,CH670,VIC - Barwon Region Water Corporation (Barwon Water),-37.608,144.1848
Bostock Reservoir,RE670,VIC - Barwon Region Water Corporation (Barwon Water),-37.608,144.1848
Bostock environ weir level,ME670C,VIC - Barwon Region Water Corporation (Barwon Water),-37.60233,144.796
Boundary Ck D/S,233276,"VIC - Department of Environment, Land, Water and Planning",-38.42176837,143.7024337
Boundary Ck U/S,233275,"VIC - Department of Environment, Land, Water and Planning",-38.42270704,143.6922309
Boundary Creek @ Yeodene,ME763,VIC - Barwon Region Water Corporation (Barwon Water),-38.42069769,143.7111678
Boundary Road,608007,WA - Department of Water and Environmental Regulation,-34.26986161,115.9445489
Bow Hill,809304,WA - Department of Water and Environmental Regulation,-16.69459716,128.2166667
Bowen Downs,003204A,"QLD - Department of Natural Resources, Mines and Energy",-22.44919,145.02424
Bowen R Weir HW,120299A,QLD - SunWater,-20.74125,147.949
Bowen_R Blue Valley,120201A,"QLD - Department of Natural Resources, Mines and Energy",-20.41083333,147.3919444
Bowen_R Exmoor,120210A,"QLD - Department of Natural Resources, Mines and Energy",-20.98666667,148.1352778
Bowen_R Jacks Ck,120209A,"QLD - Department of Natural Resources, Mines and Energy",-20.75333333,147.8886111
Bowen_R Jacks Ck B,120209B,"QLD - Department of Natural Resources, Mines and Energy",-20.75245056,147.88185
